79,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-cuba/vancouver-cayo-coco,Vancouver,Cayo Coco,0,0
80,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-cuba/vancouver-holguin,Vancouver,Holguin,826,586
81,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-cuba/vancouver-santa-clara,Vancouver,Santa Clara,746,586
82,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-cuba/vancouver-varadero,Vancouver,Varadero,926,586
83,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-cuba/winnipeg-varadero,Winnipeg,Varadero,577,477
85,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-Danemark/Calgary-Copenhagen,Calgary,Copenhague,0,0
86,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-Danemark/montreal-copenhague,Montréal,Copenhague,923,803
87,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-Danemark/toronto-copenhague,Toronto,Copenhague,917,607
88,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-Danemark/vancouver-copenhague,Vancouver,Copenhague,1295,1095
90,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-ecosse/calgary-glasgow,Calgary,Glasgow,1135,805
91,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-ecosse/montreal-glasgow,Montréal,Glasgow,1173,758
92,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-ecosse/toronto-glasgow,Toronto,Glasgow,823,621
93,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-ecosse/vancouver-glasgow,Vancouver,Glasgow,1050,820
95,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/calgary-barcelone,Calgary,Barcelone,1379,1014
96,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/calgary-madrid,Calgary,Madrid,1265,1015
97,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/calgary-malaga,Calgary,Málaga,1228,978
98,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/montreal-barcelone,Montréal,Barcelone,862,672
99,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/montreal-madrid,Montréal,Madrid,983,678
100,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/montreal-malaga,Montréal,Málaga,851,651
101,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/quebec-barcelone,Québec,Barcelone,988,758
102,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/quebec-madrid,Québec,Madrid,994,764
103,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/quebec-malaga,Québec,Málaga,851,651
104,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/toronto-barcelone,Toronto,Barcelone,856,666
105,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/toronto-madrid,Toronto,Madrid,1097,752
106,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/toronto-malaga,Toronto,Málaga,945,705
107,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/vancouver-barcelone,Vancouver,Barcelone,1303,1004
108,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-espagne/vancouver-madrid,Vancouver,Madrid,1375,1010
110,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/calgary-bordeaux,Calgary,Bordeaux,1384,994
111,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/calgary-lyon,Calgary,Lyon,1285,1005
112,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/calgary-marseille,Calgary,Marseille,1310,1000
113,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/calgary-nantes,Calgary,Nantes,1338,998
114,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/calgary-paris,Calgary,Paris,1051,921
115,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/calgary-toulouse,Calgary,Toulouse,1210,1000
116,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/montreal-bordeaux,Montréal,Bordeaux,947,657
117,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/montreal-lyon,Montréal,Lyon,918,668
118,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/montreal-marseille,Montréal,Marseille,873,663
119,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/montreal-nantes,Montréal,Nantes,951,661
120,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/montreal-nice,Montréal,Nice,847,657
121,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/montreal-paris,Montréal,Paris,814,674
122,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/montreal-strasbourg,Montréal,Strasbourg,974,874
123,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/montreal-toulouse,Montréal,Toulouse,873,663
124,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/quebec-bordeaux,Quebec,Bordeaux,1073,743
125,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/quebec-lyon,Québec,Lyon,1024,754
126,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/quebec-marseille,Québec,Marseille,979,749
127,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/quebec-nantes,Quebec,Nantes,951,661
128,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/quebec-nice,Québec,Nice,1013,743
129,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/quebec-paris,Québec,Paris,850,680
130,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/quebec-toulouse,Québec,Toulouse,979,749
131,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/toronto-bordeaux,Toronto,Bordeaux,881,731
132,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/toronto-lyon,Toronto,Lyon,1012,742
133,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/toronto-marseille,Toronto,Marseille,967,737
134,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/toronto-nantes,Toronto,Nantes,951,661
135,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/toronto-nice,Toronto,Nice,801,751
136,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/toronto-paris,Toronto,Paris,808,668
137,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/toronto-toulouse,Toronto,Toulouse,947,737
138,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/vancouver-lyon,Vancouver,Lyon,1024,754
139,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/vancouver-marseille,Vancouver,Marseille,1235,995
140,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/vancouver-nantes,Vancouver,Nantes,1353,993
141,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/vancouver-nice,Vancouver,Nice,1229,989
142,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/vancouver-paris,Vancouver,Paris,916,766
143,https://www.airtransat.com/fr-CA/vols-pas-chers-du-canada/vers-france/vancouver-toulouse,Vancouver,Toulouse,1225,995
